No,credit_date,customer_disp_name,credit_money,first_money,tesuryo,transfer
1,2013/9/25,伊藤忠商事株式会社,15750,15750,,15750
2,2013/9/30,伊藤忠商事株式会社,10500,10500,,10500
3,2013/9/27,株式会社ランカ,8610,8610,,8610 
4,2013/9/30,はるやま商事株式会社,11025,11025,,11025
5,2013/9/30,株式会社マ・メール,153563,153563,,153563
